include,geographic_scale,study_area,specific_area,taxonomic_resolution,taxonomic_unit_revised,kingdom,phylum,class,order,family,genus,ecosystem,realm,information_source,gradient,position,measurement_type,observation,startperiod_orig,startperiod_startyear,startperiod_endyear,startperiod_midyear,endperiod_orig,endperiod_startyear,endperiod_endyear,endperiod_midyear,n_years,n_years_midyear,number_of_censuses,magnitude_of_shift,unit_of_shift,azimuth_of_shift,shift_tested,shift_significant,data_cleaning,modelling_conducted,other_effects,shift_source,language,reference_no,publication_id,doi,authors,article_title,publication_year,source_title,data_section,notes,lat_mean,comment,edit_info,recorder_name
1,entire_japan,Japan,Japan,species,Sargassum piluliferum,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,26.5,NA,NA,0.94,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Sargassum patens,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,31,NA,NA,0.43,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Sargassum hemiphyllum,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,29.1,NA,NA,3.39,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Sargassum yendoi,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,55,NA,NA,0,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Sargassum yamamotoi,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,15,NA,NA,-1.62,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Sargassum okamurae,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,13.3,NA,NA,0.05,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Sargassum crispifolium,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,46,NA,NA,3.09,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Sargassum nipponicum,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,17.5,NA,NA,-5.71,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Undaria pinnatifida,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Undaria,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,21,NA,NA,0,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Undaria pinnatifida,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Undaria,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,40.5,NA,NA,1.64,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Undaria pinnatifida,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Undaria,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,22,NA,NA,0,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Ecklonia stolonifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,Ecklonia,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,7,NA,NA,0,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Ecklonia cava,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,Ecklonia,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,22.9,NA,NA,2.31,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Ecklonia radicosa,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,Ecklonia,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,29.7,NA,NA,7.2,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Eisenia bicyclis,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,Eisenia,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,33,NA,NA,0,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Eisenia arborea,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,Eisenia,marine,marine,literature and specimens,horizontal,trailing edge,occurrence_presonly,occurrence,na,NA,NA,NA,na,NA,NA,NA,16,NA,NA,0.8,km/year,NA,no,na,no,no,no,stated,en,E_jgm1,Kumagai et al. 2018,10.1073/pnas.1716826115,"Naoki H. Kumagai, Jorge García Molinosa, Hiroya Yamano, Shintaro Takao, Masahiko Fujii, Yasuhiro Yamanaka",Ocean currents and herbivory drive macroalgae-to-coral community shift under climate warming,2018,PNAS,Dataset S1,shifts calculated as least coast path distances along the coast between reported northernmost records between periods,NA,"start/end years and number of censuses were entered as na because the reported range-edge shifts represent averages derived from multiple literature and/or occurrence-record sources covering different periods and locations, and thus these values were not explicitly reported. zero shifts were included when calculating the reported average shifts.",na,Jorge
1,entire_japan,Japan,Japan,species,Barbatia virescens,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Barbatia,marine,marine,resurvey,latitude,centroid,abundance_density,abundance,1978,1978,1978,1978,2006,2006,2006,2006,28,28,7,-1.1419280977522623,km/year,NA,no,no,yes,yes,"sea current, species interaction, ultraviolet radiation, salinity",stated,en,E0407,Kurihara et al. 2011,10.1007/s00227-011-1717-4,"Kurihara, T; Takami, H; Kosuge, T; Chiba, S; Iseda, M; Sasaki, T",Area-specific temporal changes of species composition and species-specific range shifts in rocky-shore mollusks associated with warming kuroshio current,2011,Marine Biology,"Fig. 3, 5, 6, ESM4",the shift was stated in fig. 5 and esm4 for each species showing long term trend value.,NA,na,"edited data entry for position from ""average (population density weighted)"" to ""centroid"". the study notes that population density weighted average will likely shift under warming but also that this average is not the same meaning as ""center of species range"" that was used by brown 1984 and brown et al. 1995. but ""centroid"" was used because most studies align with this definition of centroid, not necessarily matching with center of species range. also, removed ""north"" in the azimuth column and kept it ""empty"" because the gradient is ""latitude"" for this data, not horizontal.",Dai
1,entire_japan,Japan,Japan,species,Cardita leana,Animalia,Mollusca,Bivalvia,Carditida,Carditidae,Cardita,marine,marine,resurvey,latitude,centroid,abundance_density,abundance,1978,1978,1978,1978,2006,2006,2006,2006,28,28,7,11.04270998232576,km/year,NA,no,no,yes,yes,"sea current, species interaction, ultraviolet radiation, salinity",stated,en,E0407,Kurihara et al. 2011,10.1007/s00227-011-1717-4,"Kurihara, T; Takami, H; Kosuge, T; Chiba, S; Iseda, M; Sasaki, T",Area-specific temporal changes of species composition and species-specific range shifts in rocky-shore mollusks associated with warming kuroshio current,2011,Marine Biology,"Fig. 3, 5, 6, ESM4",the shift was stated in fig. 5 and esm4 for each species showing long term trend value.,NA,na,"edited data entry for position from ""average (population density weighted)"" to ""centroid"". the study notes that population density weighted average will likely shift under warming but also that this average is not the same meaning as ""center of species range"" that was used by brown 1984 and brown et al. 1995. but ""centroid"" was used because most studies align with this definition of centroid, not necessarily matching with center of species range. also, removed ""north"" in the azimuth column and kept it ""empty"" because the gradient is ""latitude"" for this data, not horizontal.",Dai
1,entire_japan,Japan,Japan,species,Modiolus auriculatus,Animalia,Mollusca,Bivalvia,Mytilida,Modiolidae,Modiolus,marine,marine,resurvey,latitude,centroid,abundance_density,abundance,1978,1978,1978,1978,2006,2006,2006,2006,28,28,7,0,km/year,NA,no,no,yes,yes,"sea current, species interaction, ultraviolet radiation, salinity",stated,en,E0407,Kurihara et al. 2011,10.1007/s00227-011-1717-4,"Kurihara, T; Takami, H; Kosuge, T; Chiba, S; Iseda, M; Sasaki, T",Area-specific temporal changes of species composition and species-specific range shifts in rocky-shore mollusks associated with warming kuroshio current,2011,Marine Biology,"Fig. 3, 5, 6, ESM4",the shift was stated in fig. 5 and esm4 for each species showing long term trend value.,NA,na,"edited data entry for position from ""average (population density weighted)"" to ""centroid"". the study notes that population density weighted average will likely shift under warming but also that this average is not the same meaning as ""center of species range"" that was used by brown 1984 and brown et al. 1995. but ""centroid"" was used because most studies align with this definition of centroid, not necessarily matching with center of species range. also, removed ""north"" in the azimuth column and kept it ""empty"" because the gradient is ""latitude"" for this data, not horizontal.",Dai
1,entire_japan,Japan,Japan,species,Hormomya mutabilis,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Hormomya,marine,marine,resurvey,latitude,centroid,abundance_density,abundance,1978,1978,1978,1978,2006,2006,2006,2006,28,28,7,-3.3153465365514725,km/year,NA,no,no,yes,yes,"sea current, species interaction, ultraviolet radiation, salinity",stated,en,E0407,Kurihara et al. 2011,10.1007/s00227-011-1717-4,"Kurihara, T; Takami, H; Kosuge, T; Chiba, S; Iseda, M; Sasaki, T",Area-specific temporal changes of species composition and species-specific range shifts in rocky-shore mollusks associated with warming kuroshio current,2011,Marine Biology,"Fig. 3, 5, 6, ESM4",the shift was stated in fig. 5 and esm4 for each species showing long term trend value.,NA,na,"edited data entry for position from ""average (population density weighted)"" to ""centroid"". the study notes that population density weighted average will likely shift under warming but also that this average is not the same meaning as ""center of species range"" that was used by brown 1984 and brown et al. 1995. but ""centroid"" was used because most studies align with this definition of centroid, not necessarily matching with center of species range. also, removed ""north"" in the azimuth column and kept it ""empty"" because the gradient is ""latitude"" for this data, not horizontal.",Dai
1,entire_japan,Japan,Japan,species,Musculista senhousia,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculista,marine,marine,resurvey,latitude,centroid,abundance_density,abundance,1978,1978,1978,1978,2006,2006,2006,2006,28,28,7,2.570279553500654,km/year,NA,no,no,yes,yes,"sea current, species interaction, ultraviolet radiation, salinity",stated,en,E0407,Kurihara et al. 2011,10.1007/s00227-011-1717-4,"Kurihara, T; Takami, H; Kosuge, T; Chiba, S; Iseda, M; Sasaki, T",Area-specific temporal changes of species composition and species-specific range shifts in rocky-shore mollusks associated with warming kuroshio current,2011,Marine Biology,"Fig. 3, 5, 6, ESM4",the shift was stated in fig. 5 and esm4 for each species showing long term trend value.,NA,na,"edited data entry for position from ""average (population density weighted)"" to ""centroid"". the study notes that population density weighted average will likely shift under warming but also that this average is not the same meaning as ""center of species range"" that was used by brown 1984 and brown et al. 1995. but ""centroid"" was used because most studies align with this definition of centroid, not necessarily matching with center of species range. also, removed ""north"" in the azimuth column and kept it ""empty"" because the gradient is ""latitude"" for this data, not horizontal.",Dai
1,entire_japan,Japan,Japan,species,Mytilus galloprovincialis,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,marine,marine,resurvey,latitude,centroid,abundance_density,abundance,1978,1978,1978,1978,2006,2006,2006,2006,28,28,7,27.52082962706578,km/year,NA,no,no,yes,yes,"sea current, species interaction, ultraviolet radiation, salinity",stated,en,E0407,Kurihara et al. 2011,10.1007/s00227-011-1717-4,"Kurihara, T; Takami, H; Kosuge, T; Chiba, S; Iseda, M; Sasaki, T",Area-specific temporal changes of species composition and species-specific range shifts in rocky-shore mollusks associated with warming kuroshio current,2011,Marine Biology,"Fig. 3, 5, 6, ESM4",the shift was stated in fig. 5 and esm4 for each species showing long term trend value.,NA,na,"edited data entry for position from ""average (population density weighted)"" to ""centroid"". the study notes that population density weighted average will likely shift under warming but also that this average is not the same meaning as ""center of species range"" that was used by brown 1984 and brown et al. 1995. but ""centroid"" was used because most studies align with this definition of centroid, not necessarily matching with center of species range. also, removed ""north"" in the azimuth column and kept it ""empty"" because the gradient is ""latitude"" for this data, not horizontal.",Dai
1,entire_japan,Japan,Japan,species,Septifer bilocularis,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Septifer,marine,marine,resurvey,latitude,centroid,abundance_density,abundance,1978,1978,1978,1978,2006,2006,2006,2006,28,28,7,-4.391028175821612,km/year,NA,no,no,yes,yes,"sea current, species interaction, ultraviolet radiation, salinity",stated,en,E0407,Kurihara et al. 2011,10.1007/s00227-011-1717-4,"Kurihara, T; Takami, H; Kosuge, T; Chiba, S; Iseda, M; Sasaki, T",Area-specific temporal changes of species composition and species-specific range shifts in rocky-shore mollusks associated with warming kuroshio current,2011,Marine Biology,"Fig. 3, 5, 6, ESM4",the shift was stated in fig. 5 and esm4 for each species showing long term trend value.,NA,na,"edited data entry for position from ""average (population density weighted)"" to ""centroid"". the study notes that population density weighted average will likely shift under warming but also that this average is not the same meaning as ""center of species range"" that was used by brown 1984 and brown et al. 1995. but ""centroid"" was used because most studies align with this definition of centroid, not necessarily matching with center of species range. also, removed ""north"" in the azimuth column and kept it ""empty"" because the gradient is ""latitude"" for this data, not horizontal.",Dai
1,entire_japan,Japan,Japan,species,Septifer virgatus,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Septifer,marine,marine,resurvey,latitude,centroid,abundance_density,abundance,1978,1978,1978,1978,2006,2006,2006,2006,28,28,7,8.80663505693487,km/year,NA,no,no,yes,yes,"sea current, species interaction, ultraviolet radiation, salinity",stated,en,E0407,Kurihara et al. 2011,10.1007/s00227-011-1717-4,"Kurihara, T; Takami, H; Kosuge, T; Chiba, S; Iseda, M; Sasaki, T",Area-specific temporal changes of species composition and species-specific range shifts in rocky-shore mollusks associated with warming kuroshio current,2011,Marine Biology,"Fig. 3, 5, 6, ESM4",the shift was stated in fig. 5 and esm4 for each species showing long term trend value.,NA,na,"edited data entry for position from ""average (population density weighted)"" to ""centroid"". the study notes that population density weighted average will likely shift under warming but also that this average is not the same meaning as ""center of species range"" that was used by brown 1984 and brown et al. 1995. but ""centroid"" was used because most studies align with this definition of centroid, not necessarily matching with center of species range. also, removed ""north"" in the azimuth column and kept it ""empty"" because the gradient is ""latitude"" for this data, not horizontal.",Dai
1,entire_japan,Japan,Japan,species,Saccostrea kegaki,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Saccostrea,marine,marine,resurvey,latitude,centroid,abundance_density,abundance,1978,1978,1978,1978,2006,2006,2006,2006,28,28,7,5.002406471523286,km/year,NA,no,no,yes,yes,"sea current, species interaction, ultraviolet radiation, salinity",stated,en,E0407,Kurihara et al. 2011,10.1007/s00227-011-1717-4,"Kurihara, T; Takami, H; Kosuge, T; Chiba, S; Iseda, M; Sasaki, T",Area-specific temporal changes of species composition and species-specific range shifts in rocky-shore mollusks associated with warming kuroshio current,2011,Marine Biology,"Fig. 3, 5, 6, ESM4",the shift was stated in fig. 5 and esm4 for each species showing long term trend value.,NA,na,"edited data entry for position from ""average (population density weighted)"" to ""centroid"". the study notes that population density weighted average will likely shift under warming but also that this average is not the same meaning as ""center of species range"" that was used by brown 1984 and brown et al. 1995. but ""centroid"" was used because most studies align with this definition of centroid, not necessarily matching with center of species range. also, removed ""north"" in the azimuth column and kept it ""empty"" because the gradient is ""latitude"" for this data, not horizontal.",Dai
1,entire_japan,Japan,Japan,species,Irus mitis,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Irus,marine,marine,resurvey,latitude,centroid,abundance_density,abundance,1978,1978,1978,1978,2006,2006,2006,2006,28,28,7,-8.913479160403423,km/year,NA,no,no,yes,yes,"sea current, species interaction, ultraviolet radiation, salinity",stated,en,E0407,Kurihara et al. 2011,10.1007/s00227-011-1717-4,"Kurihara, T; Takami, H; Kosuge, T; Chiba, S; Iseda, M; Sasaki, T",Area-specific temporal changes of species composition and species-specific range shifts in rocky-shore mollusks associated with warming kuroshio current,2011,Marine Biology,"Fig. 3, 5, 6, ESM4",the shift was stated in fig. 5 and esm4 for each species showing long term trend value.,NA,na,"edited data entry for position from ""average (population density weighted)"" to ""centroid"". the study notes that population density weighted average will likely shift under warming but also that this average is not the same meaning as ""center of species range"" that was used by brown 1984 and brown et al. 1995. but ""centroid"" was used because most studies align with this definition of centroid, not necessarily matching with center of species range. also, removed ""north"" in the azimuth column and kept it ""empty"" because the gradient is ""latitude"" for this data, not horizontal.",Dai
1,entire_japan,Japan,Japan,species,Batillaria cumingii,Animalia,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Batillariidae,Batillaria,marine,marine,resurvey,latitude,centroid,abundance_density,abundance,1978,1978,1978,1978,2006,2006,2006,2006,28,28,7,11.586783426521036,km/year,NA,no,no,yes,yes,"sea current, species interaction, ultraviolet radiation, salinity",stated,en,E0407,Kurihara et al. 2011,10.1007/s00227-011-1717-4,"Kurihara, T; Takami, H; Kosuge, T; Chiba, S; Iseda, M; Sasaki, T",Area-specific temporal changes of species composition and species-specific range shifts in rocky-shore mollusks associated with warming kuroshio current,2011,Marine Biology,"Fig. 3, 5, 6, ESM4",the shift was stated in fig. 5 and esm4 for each species showing long term trend value.,NA,na,"edited data entry for position from ""average (population density weighted)"" to ""centroid"". the study notes that population density weighted average will likely shift under warming but also that this average is not the same meaning as ""center of species range"" that was used by brown 1984 and brown et al. 1995. but ""centroid"" was used because most studies align with this definition of centroid, not necessarily matching with center of species range. also, removed ""north"" in the azimuth column and kept it ""empty"" because the gradient is ""latitude"" for this data, not horizontal.",Dai
1,entire_japan,Japan,Japan,species,Nerita helicinoides,Animalia,Mollusca,Gastropoda,Cycloneritida,Neritidae,Nerita,marine,marine,resurvey,latitude,centroid,abundance_density,abundance,1978,1978,1978,1978,2006,2006,2006,2006,28,28,7,0,km/year,NA,no,no,yes,yes,"sea current, species interaction, ultraviolet radiation, salinity",stated,en,E0407,Kurihara et al. 2011,10.1007/s00227-011-1717-4,"Kurihara, T; Takami, H; Kosuge, T; Chiba, S; Iseda, M; Sasaki, T",Area-specific temporal changes of species composition and species-specific range shifts in rocky-shore mollusks associated with warming kuroshio current,2011,Marine Biology,"Fig. 3, 5, 6, ESM4",the shift was stated in fig. 5 and esm4 for each species showing long term trend value.,NA,na,"edited data entry for position from ""average (population density weighted)"" to ""centroid"". the study notes that population density weighted average will likely shift under warming but also that this average is not the same meaning as ""center of species range"" that was used by brown 1984 and brown et al. 1995. but ""centroid"" was used because most studies align with this definition of centroid, not necessarily matching with center of species range. also, removed ""north"" in the azimuth column and kept it ""empty"" because the gradient is ""latitude"" for this data, not horizontal.",Dai
