Recorder name,Language,Reference no,Study region,Area name,Kingdom,Taxonomic resolution,Taxonomic unit,Taxonomic unit_revised,Ecosystem,Information source,Gradient,Position,Measurement type,Start period,End period,N years,Number of censuses,Magnitude of shift,Unit of shift,Azimuth of shift,Shift tested,Shift significant,Data cleaning,Modelling conducted,Other effects,Shift source,Notes
Jorge,EN,E_jgm1,Japan,Eastern coast,Chromista,Species,Sargassum ilicifolium ,Sargassum ilicifolium ,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2012,82,NA,1.41,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Animalia,Species,Oulastrea crispata,Oulastrea crispata,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1935,2015,82,NA,1.63,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Animalia,Species,Oulastrea crispata,Oulastrea crispata,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1935,2015,82,NA,1.55,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Animalia,Species,Alveopora japonica,Alveopora japonica,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1935,2014,81,NA,2.8,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Animalia,Species,Alveopora japonica,Alveopora japonica,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1935,2014,81,NA,0.51,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Animalia,Species,Acropora pruinosa,Acropora pruinosa,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1935,2014,81,NA,0.46,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Animalia,Species,Acropora pruinosa,Acropora pruinosa,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1935,2014,81,NA,0.85,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Animalia,Species,Dipsastraea speciosa,Dipsastraea speciosa,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2015,85,NA,1.01,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Animalia,Species,Dipsastraea speciosa,Dipsastraea speciosa,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2015,85,NA,1.48,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Animalia,Species,Hydnophora exesa,Hydnophora exesa,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2015,85,NA,0.61,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Animalia,Species,Hydnophora exesa,Hydnophora exesa,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2015,85,NA,0.91,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Animalia,Species,Acropora solitaryensis,Acropora solitaryensis,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1965,2012,49,NA,5.78,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Animalia,Species,Acropora solitaryensis,Acropora solitaryensis,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1965,2012,49,NA,2.87,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Animalia,Species,Acropora spicifera,Acropora spicifera,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1935,2012,79,NA,1.5,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Animalia,Species,Acropora spicifera,Acropora spicifera,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1935,2012,79,NA,1.14,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Animalia,Species,Pocillopora damicornis,Pocillopora damicornis,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2015,85,NA,1.05,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Animalia,Species,Pocillopora damicornis,Pocillopora damicornis,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2015,85,NA,0.56,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Animalia,Species,Pavona decussata,Pavona decussata,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2015,85,NA,0.47,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Animalia,Species,Pavona decussata,Pavona decussata,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2015,85,NA,0.96,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Animalia,Species,Caulastrea tumida,Astraeosmilia tumida,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2015,85,NA,0.39,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Animalia,Species,Caulastrea tumida,Astraeosmilia tumida,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2015,85,NA,0.7,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Animalia,Species,Lithophyllon undulatum,Lithophyllon undulatum,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2015,85,NA,0.33,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Animalia,Species,Lithophyllon undulatum,Lithophyllon undulatum,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2015,85,NA,-0.35,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Animalia,Species,Acropora muricata,Acropora muricata,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2015,85,NA,4,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Animalia,Species,Acropora muricata,Acropora muricata,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1932,2015,85,NA,3.33,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Animalia,Species,Siganus fuscescens,Siganus fuscescens,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1967,2013,48,NA,4.18,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Animalia,Species,Siganus fuscescens,Siganus fuscescens,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1967,2013,48,NA,11.52,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Animalia,Species,Calotomus japonicus,Calotomus japonicus,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1978,2007,31,NA,3.51,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Animalia,Species,Calotomus japonicus,Calotomus japonicus,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1978,2007,31,NA,4.85,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Western coast,Animalia,Species,Kyphosus bigibbus,Kyphosus bigibbus,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1967,2013,48,NA,3.68,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,Eastern coast,Animalia,Species,Kyphosus bigibbus,Kyphosus bigibbus,Marine,Literature,Horizontal,Centroid,Occurrence (presence-only),1967,2013,48,NA,-0.04,km year-1,NA,No,NA,Yes,Yes,NA,Stated,Number of censuses refer to total number of occurrences used for calculating the shifts (both coasts and all years)
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Ecklonia stolonifera ,Ecklonia stolonifera ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,14.5,NA,5.1,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Ecklonia stolonifera ,Ecklonia stolonifera ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,7,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Undaria pinnatifida,Undaria pinnatifida,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,20,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Undaria pinnatifida,Undaria pinnatifida,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,21,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Undaria peterseniana  ,Undaria pinnatifida,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,19,NA,-0.29,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Undaria peterseniana  ,Undaria pinnatifida,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,40.5,NA,1.64,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Ecklonia bicyclis ,Eisenia bicyclis,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,15,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Ecklonia bicyclis ,Eisenia bicyclis,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,33,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Ecklonia cava ,Ecklonia cava ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,21,NA,4.04,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Ecklonia cava ,Ecklonia cava ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,22.9,NA,2.31,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Ecklonia arborea ,Eisenia arborea,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,10,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Ecklonia arborea ,Eisenia arborea,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,16,NA,0.8,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Undaria undarioides,Undaria pinnatifida,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,9,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Undaria undarioides,Undaria pinnatifida,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,22,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Ecklonia radicosa,Ecklonia radicosa,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,37.6,NA,1.63,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Ecklonia radicosa,Ecklonia radicosa,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,29.7,NA,7.2,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum confusum,Sargassum confusum,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,16,NA,8.21,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum thunbergii ,Sargassum thunbergii ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,18,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum thunbergii ,Sargassum thunbergii ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,49,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum horneri  ,Sargassum horneri  ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,12,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum horneri  ,Sargassum horneri  ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,26,NA,0.69,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum siliquastrum ,Sargassum siliquastrum ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,24,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum siliquastrum ,Sargassum siliquastrum ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,29.9,NA,1.88,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Myagropsis myagroides ,Myagropsis myagroides ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,29,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Myagropsis myagroides ,Myagropsis myagroides ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,27,NA,2.04,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum fulvellum ,Sargassum fulvellum ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,29,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum fulvellum ,Sargassum fulvellum ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,29,NA,4.8,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum micracanthum ,Sargassum micracanthum ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,28,NA,8.86,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum micracanthum ,Sargassum micracanthum ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,22.9,NA,1.41,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum macrocarpum ,Sargassum macrocarpum ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,28,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum macrocarpum ,Sargassum macrocarpum ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,37.9,NA,2.1,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum nigrifolium ,Sargassum nigrifolium ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,30,NA,0.3,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum nigrifolium ,Sargassum nigrifolium ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,32,NA,0.97,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum coreanum,Sargassum coreanum,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,35,NA,-2.43,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum coreanum,Sargassum coreanum,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,24.1,NA,1.95,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum muticum ,Sargassum muticum ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,18,NA,3.07,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum muticum ,Sargassum muticum ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,37,NA,1.46,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum fusiforme ,Sargassum fusiforme ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,17,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum fusiforme ,Sargassum fusiforme ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,18,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum piluliferum ,Sargassum piluliferum ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,28,NA,-0.46,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum piluliferum ,Sargassum piluliferum ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,26.5,NA,0.94,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum patens ,Sargassum patens ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,24,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum patens ,Sargassum patens ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,31,NA,0.43,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum hemiphyllum ,Sargassum hemiphyllum ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,42,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum hemiphyllum ,Sargassum hemiphyllum ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,29.1,NA,3.39,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum yendoi ,Sargassum yendoi ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,30,NA,0.3,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum yendoi ,Sargassum yendoi ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,55,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum yamamotoi ,Sargassum yamamotoi ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,42,NA,0.43,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum yamamotoi ,Sargassum yamamotoi ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,15,NA,-1.62,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum okamurae ,Sargassum okamurae ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,17,NA,-3.54,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum okamurae ,Sargassum okamurae ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,13.3,NA,0.05,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum crispifolium ,Sargassum crispifolium ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,19.5,NA,-0.34,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum crispifolium ,Sargassum crispifolium ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,46,NA,3.09,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum nipponicum ,Sargassum nipponicum ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,39,NA,0,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum nipponicum ,Sargassum nipponicum ,Marine,Literature,Horizontal,Trailing,Occurrence (presence-only),NA,NA,17.5,NA,-5.71,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum alternato-pinnatum ,Sargassum alternato-pinnatum ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,14,NA,9.29,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Chromista,Species,Sargassum ilicifolium ,Sargassum ilicifolium ,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,15,NA,4.5,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
Jorge,EN,E_jgm1,Japan,NA,Animalia,Species,Oulastrea crispata,Oulastrea crispata,Marine,Literature,Horizontal,Leading,Occurrence (presence-only),NA,NA,26,NA,1.07,km year-1,NA,No,NA,No,No,No,Stated,Shifts calculated as least coast path distances along the coast between reported northernmost records between periods
